"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 23, 2020","302.3","303.1","304.9","300.3","7.35K","-0.26"
"Jun 24, 2020","296.6","302.3","305.1","294.0","16.26K","-1.89"
"Jun 25, 2020","295.7","296.6","299.0","293.3","8.03K","-0.30"
"Jun 26, 2020","299.5","295.7","301.1","289.4","17.28K","1.29"
"Jun 27, 2020","288.1","299.5","300.3","280.0","10.73K","-3.81"
"Jun 28, 2020","290.3","288.1","293.7","285.2","5.65K","0.76"
"Jun 29, 2020","288.9","290.3","291.4","282.3","13.42K","-0.48"
"Jun 30, 2020","284.7","288.9","298.4","281.6","11.73K","-1.45"
"Jul 01, 2020","287.2","284.7","289.5","282.9","5.52K","0.88"
"Jul 02, 2020","283.6","287.2","287.3","280.0","11.95K","-1.25"
"Jul 03, 2020","284.3","283.6","286.9","282.6","5.25K","0.25"
"Jul 04, 2020","290.5","284.3","292.0","284.3","7.19K","2.18"
"Jul 05, 2020","287.3","290.5","290.5","285.1","4.19K","-1.10"
"Jul 06, 2020","300.8","287.3","300.8","287.3","17.63K","4.70"
"Jul 07, 2020","297.1","300.8","300.8","297.1","7.44K","-1.23"
"Jul 08, 2020","309.8","297.1","309.8","297.1","24.00K","4.27"
"Jul 09, 2020","305.8","309.8","312.9","305.3","25.43K","-1.29"
"Jul 10, 2020","305.0","305.8","305.8","305.0","10.83K","-0.26"
"Jul 11, 2020","307.7","305.0","307.7","305.0","8.20K","0.89"
"Jul 12, 2020","306.8","307.7","307.9","306.8","10.48K","-0.29"
"Jul 13, 2020","302.8","306.8","311.8","302.8","25.45K","-1.30"
"Jul 14, 2020","303.3","302.8","303.3","300.1","14.32K","0.17"
"Jul 15, 2020","298.5","303.3","303.3","298.5","13.61K","-1.58"
"Jul 16, 2020","290.4","298.5","298.5","290.4","29.07K","-2.71"
"Jul 17, 2020","289.6","290.4","290.4","289.6","23.27K","-0.28"
"Jul 18, 2020","294.0","289.6","294.0","289.5","11.10K","1.52"
"Jul 19, 2020","294.7","294.0","294.7","293.2","8.38K","0.24"
"Jul 20, 2020","290.6","294.7","294.7","290.6","9.65K","-1.39"
"Jul 21, 2020","299.8","290.6","299.8","290.6","24.08K","3.17"
"Jul 22, 2020","306.0","299.8","306.0","299.8","11.60K","2.07"
"Jul 23, 2020","307.3","306.0","307.3","306.0","21.27K","0.42"
"Jul 24, 2020","304.9","307.3","307.3","304.9","14.39K","-0.78"
"Jul 25, 2020","337.9","304.9","337.9","304.9","65.64K","10.82"
"Jul 26, 2020","330.8","337.9","348.5","330.8","37.72K","-2.10"
"Jul 27, 2020","366.9","330.8","366.9","330.8","95.98K","10.91"
"Jul 28, 2020","387.9","366.9","387.9","366.9","69.91K","5.72"
"Jul 29, 2020","390.0","387.9","390.1","387.9","36.57K","0.54"
"Jul 30, 2020","399.8","390.0","399.8","379.1","60.49K","2.51"
"Jul 31, 2020","404.6","399.8","404.6","399.8","32.63K","1.20"
"Aug 01, 2020","429.7","404.6","429.7","404.6","60.08K","6.20"
"Aug 02, 2020","396.1","429.7","429.7","396.1","77.49K","-7.82"
"Aug 03, 2020","409.9","396.1","409.9","396.1","30.82K","3.48"
"Aug 04, 2020","403.8","409.2","409.2","403.8","35.19K","-1.49"
"Aug 05, 2020","415.0","403.8","415.0","403.8","41.09K","2.77"
"Aug 06, 2020","427.9","415.0","427.9","415.0","65.52K","3.11"
"Aug 07, 2020","418.1","427.9","433.0","418.1","64.02K","-2.29"
"Aug 08, 2020","426.6","418.1","426.6","418.1","32.82K","2.03"
"Aug 09, 2020","419.6","426.6","426.6","418.7","21.89K","-1.64"
"Aug 10, 2020","427.3","419.6","427.3","419.6","30.35K","1.84"
"Aug 11, 2020","395.3","427.3","427.3","395.3","38.28K","-7.49"
"Aug 12, 2020","396.8","395.3","396.9","395.3","44.69K","0.38"
"Aug 13, 2020","417.1","396.8","417.1","392.7","45.62K","5.12"
"Aug 14, 2020","418.2","417.1","418.2","417.1","32.50K","0.26"
"Aug 15, 2020","442.4","418.2","442.4","418.2","46.83K","5.79"
"Aug 16, 2020","468.2","442.4","468.2","442.4","51.60K","5.83"
"Aug 17, 2020","504.4","468.2","504.4","468.2","63.33K","7.73"
"Aug 18, 2020","491.6","504.4","506.0","491.6","48.60K","-2.54"
"Aug 19, 2020","455.1","491.6","491.6","455.1","47.23K","-7.42"
"Aug 20, 2020","461.1","455.1","470.6","455.1","26.19K","1.32"
"Aug 21, 2020","439.0","461.1","461.1","439.0","30.76K","-4.79"
"Aug 22, 2020","446.0","439.0","446.0","439.0","20.07K","1.59"
"Aug 23, 2020","447.6","446.0","447.6","438.0","27.13K","0.36"
"Aug 24, 2020","461.1","447.6","462.2","447.6","21.37K","3.02"
"Aug 25, 2020","437.3","461.1","461.1","437.3","19.89K","-5.16"
"Aug 26, 2020","432.5","437.3","437.3","432.5","10.27K","-1.10"
"Aug 27, 2020","417.0","432.5","433.0","417.0","17.59K","-3.58"
"Aug 28, 2020","422.5","417.0","422.5","417.0","10.47K","1.32"
"Aug 29, 2020","421.8","422.5","422.5","421.8","13.62K","-0.17"
"Aug 30, 2020","458.7","421.8","458.7","421.8","26.65K","8.75"
"Aug 31, 2020","451.5","458.7","458.7","451.5","21.07K","-1.57"
"Sep 01, 2020","463.0","451.5","463.0","451.5","25.48K","2.55"
"Sep 02, 2020","432.2","463.0","463.0","432.2","18.29K","-6.65"
"Sep 03, 2020","410.2","432.2","432.2","410.2","16.62K","-5.09"
"","","","","","",""
"","Highest:35,760.0","Lowest:2.1","Difference:35,757.9","Average:359.2","Change %:-15.6"
